Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split
Matthew Kipkoech KISORIO,5000m Men,BAUHAUS-galan,2010,Diamond League,13:14.7,12,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Ed MORAN,5000m Men,BAUHAUS-galan,2010,Diamond League,13:20.2,13,,,19,74,,PB,02:33.1,05:06.6,07:45.2,10:24.4
James Kwalia C'KURUI,5000m Men,BAUHAUS-galan,2010,Diamond League,13:21.0,14,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Juan VAN DEVENTER,5000m Men,BAUHAUS-galan,2010,Diamond League,13:22.6,15,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Yusuf Kibet BIWOTT,5000m Men,BAUHAUS-galan,2010,Diamond League,13:25.0,16,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Lucas Kimeli ROTICH,5000m Men,BAUHAUS-galan,2010,Diamond League,13:31.9,17,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Collis BIRMINGHAM,5000m Men,BAUHAUS-galan,2010,Diamond League,13:32.0,18,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Gideon GATHIMBA,5000m Men,BAUHAUS-galan,2010,Diamond League,DNF,0,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Galen RUPP,5000m Men,BAUHAUS-galan,2010,Diamond League,DNF,0,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Suleiman SIMOTWO,5000m Men,BAUHAUS-galan,2010,Diamond League,DNF,0,,,19,74,,,02:33.1,05:06.6,07:45.2,10:24.4
Meseret DEFAR,5000m Women,BAUHAUS-galan,2010,Diamond League,14:42.5,1,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Alemitu BEKELE,5000m Women,BAUHAUS-galan,2010,Diamond League,14:42.6,2,,,19,74,,PB,02:51.8,05:45.0,08:41.7,11:49.5
Emebet ANTENEH,5000m Women,BAUHAUS-galan,2010,Diamond League,14:55.6,3,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Sule UTURA,5000m Women,BAUHAUS-galan,2010,Diamond League,14:56.2,4,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Margaret Wangari MURIUKI,5000m Women,BAUHAUS-galan,2010,Diamond League,14:57.3,5,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Alice Aprot NAWOWUNA,5000m Women,BAUHAUS-galan,2010,Diamond League,15:16.7,6,,,19,74,,PB,02:51.8,05:45.0,08:41.7,11:49.5
Jennifer RHINES,5000m Women,BAUHAUS-galan,2010,Diamond League,15:50.6,8,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Lauren FLESHMAN,5000m Women,BAUHAUS-galan,2010,Diamond League,DNF,0,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Renata PLIS,5000m Women,BAUHAUS-galan,2010,Diamond League,DNF,0,,,19,74,,,02:51.8,05:45.0,08:41.7,11:49.5
Tariku BEKELE,5000m Men,Weltklasse Zurich,2010,Diamond League,12:55.0,1,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Imane MERGA,5000m Men,Weltklasse Zurich,2010,Diamond League,12:56.3,2,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Chris SOLINSKY,5000m Men,Weltklasse Zurich,2010,Diamond League,12:56.5,3,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Vincent Kiprop CHEPKOK,5000m Men,Weltklasse Zurich,2010,Diamond League,12:57.8,4,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Mohamed FARAH,5000m Men,Weltklasse Zurich,2010,Diamond League,12:57.9,5,,,20,73,,NR,02:32.2,05:06.9,07:44.8,10:24.0
Edwin Cheruiyot SOI,5000m Men,Weltklasse Zurich,2010,Diamond League,12:58.9,6,,,20,73,,SB,02:32.2,05:06.9,07:44.8,10:24.0
Moses Ndiema MASAI,5000m Men,Weltklasse Zurich,2010,Diamond League,13:02.5,7,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Vincent YATOR,5000m Men,Weltklasse Zurich,2010,Diamond League,13:04.5,8,,,20,73,,PB,02:32.2,05:06.9,07:44.8,10:24.0
Lucas Kimeli ROTICH,5000m Men,Weltklasse Zurich,2010,Diamond League,13:04.9,9,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
David Kiprotich BETT,5000m Men,Weltklasse Zurich,2010,Diamond League,13:06.1,10,,,20,73,,PB,02:32.2,05:06.9,07:44.8,10:24.0
Eliud KIPCHOGE,5000m Men,Weltklasse Zurich,2010,Diamond League,13:07.1,11,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Galen RUPP,5000m Men,Weltklasse Zurich,2010,Diamond League,13:07.3,12,,,20,73,,PB,02:32.2,05:06.9,07:44.8,10:24.0
Titus Kipjumba MBISHEI,5000m Men,Weltklasse Zurich,2010,Diamond League,13:13.8,13,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Jacob CHESHARI,5000m Men,Weltklasse Zurich,2010,Diamond League,13:15.9,14,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Sammy Alex MUTAHI,5000m Men,Weltklasse Zurich,2010,Diamond League,13:16.6,15,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Chris THOMPSON,5000m Men,Weltklasse Zurich,2010,Diamond League,13:28.4,16,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Bethwell BIRGEN,5000m Men,Weltklasse Zurich,2010,Diamond League,DNF,0,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Mark Kosgei KIPTOO,5000m Men,Weltklasse Zurich,2010,Diamond League,DNF,0,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Daniel Kipchirchir KOMEN,5000m Men,Weltklasse Zurich,2010,Diamond League,DNF,0,,,20,73,,,02:32.2,05:06.9,07:44.8,10:24.0
Mohamed FARAH,5000m Men,British Grand Prix,2011,Diamond League,13:06.1,1,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Galen RUPP,5000m Men,British Grand Prix,2011,Diamond League,13:06.9,2,,,16,86,,PB,02:36.7,05:17.8,08:00.8,10:41.5
Imane MERGA,5000m Men,British Grand Prix,2011,Diamond League,13:07.6,3,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Yenew ALAMIREW,5000m Men,British Grand Prix,2011,Diamond League,13:08.8,4,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
JesÃºs ESPAÃ‘A,5000m Men,British Grand Prix,2011,Diamond League,13:10.2,5,,,16,86,,PB,02:36.7,05:17.8,08:00.8,10:41.5
Craig MOTTRAM,5000m Men,British Grand Prix,2011,Diamond League,13:11.5,6,,,16,86,,SB,02:36.7,05:17.8,08:00.8,10:41.5
Abera KUMA,5000m Men,British Grand Prix,2011,Diamond League,13:12.4,7,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Collis BIRMINGHAM,5000m Men,British Grand Prix,2011,Diamond League,13:15.7,8,,,16,86,,SB,02:36.7,05:17.8,08:00.8,10:41.5
Alistair Ian CRAGG,5000m Men,British Grand Prix,2011,Diamond League,13:16.8,9,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Mumin GALA,5000m Men,British Grand Prix,2011,Diamond League,13:17.8,10,,,16,86,,NR,02:36.7,05:17.8,08:00.8,10:41.5
Sondre Nordstad MOEN,5000m Men,British Grand Prix,2011,Diamond League,13:30.2,11,,,16,86,,PB,02:36.7,05:17.8,08:00.8,10:41.5
Sindre BURAAS,5000m Men,British Grand Prix,2011,Diamond League,13:37.7,12,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Andy VERNON,5000m Men,British Grand Prix,2011,Diamond League,13:41.0,13,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Adrian BLINCOE,5000m Men,British Grand Prix,2011,Diamond League,DNF,0,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Bobby CURTIS,5000m Men,British Grand Prix,2011,Diamond League,DNF,0,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
David KRUMMENACKER,5000m Men,British Grand Prix,2011,Diamond League,DNF,0,,,16,86,,,02:36.7,05:17.8,08:00.8,10:41.5
Imane MERGA,5000m Men,Memorial Van Damme,2011,Diamond League,12:58.3,1,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Thomas Pkemei LONGOSIWA,5000m Men,Memorial Van Damme,2011,Diamond League,12:58.7,2,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Vincent Kiprop CHEPKOK,5000m Men,Memorial Van Damme,2011,Diamond League,12:59.5,3,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Tariku BEKELE,5000m Men,Memorial Van Damme,2011,Diamond League,13:01.9,4,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Alistair Ian CRAGG,5000m Men,Memorial Van Damme,2011,Diamond League,13:03.5,5,,,19,68,,NR,02:33.8,05:10.4,07:50.5,10:30.3
Albert ROP,5000m Men,Memorial Van Damme,2011,Diamond League,13:03.7,6,,,19,68,,PB,02:33.8,05:10.4,07:50.5,10:30.3
Polat Kemboi ARIKAN,5000m Men,Memorial Van Damme,2011,Diamond League,13:06.0,7,,,19,68,,NR,02:33.8,05:10.4,07:50.5,10:30.3
Patrick Mutunga MWIKYA,5000m Men,Memorial Van Damme,2011,Diamond League,13:19.1,8,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Collis BIRMINGHAM,5000m Men,Memorial Van Damme,2011,Diamond League,13:34.1,9,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Abdelslam KENNOUCHE,5000m Men,Memorial Van Damme,2011,Diamond League,DNF,0,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Dejen GEBREMESKEL,5000m Men,Memorial Van Damme,2011,Diamond League,DNS,0,,,19,68,,,02:33.8,05:10.4,07:50.5,10:30.3
Vivian Jepkemoi CHERUIYOT,5000m Women,Prefontaine Classic,2011,Diamond League,14:34.0,1,,,19,56,,MR,02:59.7,05:56.0,08:56.8,11:52.0
Linet Chepkwemoi MASAI,5000m Women,Prefontaine Classic,2011,Diamond League,14:35.4,2,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Mercy CHERONO,5000m Women,Prefontaine Classic,2011,Diamond League,14:37.0,3,,,19,56,,PB,02:59.7,05:56.0,08:56.8,11:52.0
Sally KIPYEGO,5000m Women,Prefontaine Classic,2011,Diamond League,14:39.7,4,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Pauline Chemning KORIKWIANG,5000m Women,Prefontaine Classic,2011,Diamond League,14:47.7,5,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Shalane FLANAGAN,5000m Women,Prefontaine Classic,2011,Diamond League,14:49.7,6,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Wude AYALEW,5000m Women,Prefontaine Classic,2011,Diamond League,14:59.7,7,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Esther CHEMTAI,5000m Women,Prefontaine Classic,2011,Diamond League,15:00.1,8,,,19,56,,SB,02:59.7,05:56.0,08:56.8,11:52.0
Kara GOUCHER,5000m Women,Prefontaine Classic,2011,Diamond League,15:11.5,9,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Lineth CHEPKURUI,5000m Women,Prefontaine Classic,2011,Diamond League,15:15.2,10,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Megan WRIGHT,5000m Women,Prefontaine Classic,2011,Diamond League,15:15.3,11,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Elizabeth MALOY,5000m Women,Prefontaine Classic,2011,Diamond League,15:40.2,12,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Eloise WELLINGS,5000m Women,Prefontaine Classic,2011,Diamond League,15:41.5,13,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Margaret Wangari MURIUKI,5000m Women,Prefontaine Classic,2011,Diamond League,15:48.2,14,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Amy YODER-BEGLEY,5000m Women,Prefontaine Classic,2011,Diamond League,15:54.6,15,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Jackie ARESON,5000m Women,Prefontaine Classic,2011,Diamond League,16:09.5,16,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Korene HINDS,5000m Women,Prefontaine Classic,2011,Diamond League,DNF,0,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Tanya ZEFERJAHN,5000m Women,Prefontaine Classic,2011,Diamond League,DNF,0,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Tirunesh DIBABA,5000m Women,Prefontaine Classic,2011,Diamond League,DNS,0,,,19,56,,,02:59.7,05:56.0,08:56.8,11:52.0
Vincent Kiprop CHEPKOK,5000m Men,Athletissima,2011,Diamond League,12:59.1,1,,,20,46,,MR,02:35.6,05:11.6,07:50.7,10:28.3
Imane MERGA,5000m Men,Athletissima,2011,Diamond League,12:59.5,2,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Eliud KIPCHOGE,5000m Men,Athletissima,2011,Diamond League,12:59.7,3,,,20,46,,SB,02:35.6,05:11.6,07:50.7,10:28.3
Jacob CHESHARI,5000m Men,Athletissima,2011,Diamond League,13:03.7,4,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Dejen GEBREMESKEL,5000m Men,Athletissima,2011,Diamond League,13:05.5,5,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Abera KUMA,5000m Men,Athletissima,2011,Diamond League,13:07.3,6,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Mark Kosgei KIPTOO,5000m Men,Athletissima,2011,Diamond League,13:11.0,7,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Tariku BEKELE,5000m Men,Athletissima,2011,Diamond League,13:17.7,8,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Mike Kipruto KIGEN,5000m Men,Athletissima,2011,Diamond League,13:20.0,9,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Augustine Kiprono CHOGE,5000m Men,Athletissima,2011,Diamond League,13:21.2,10,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Paul Kipngetich TANUI,5000m Men,Athletissima,2011,Diamond League,13:25.7,11,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Teklemariam MEDHIN,5000m Men,Athletissima,2011,Diamond League,13:27.5,12,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Hunegnaw MESFIN,5000m Men,Athletissima,2011,Diamond League,13:38.9,13,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
James Kwalia C'KURUI,5000m Men,Athletissima,2011,Diamond League,DNF,0,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Alistair Ian CRAGG,5000m Men,Athletissima,2011,Diamond League,DNF,0,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Gideon GATHIMBA,5000m Men,Athletissima,2011,Diamond League,DNF,0,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Peter VAN DER WESTHUIZEN,5000m Men,Athletissima,2011,Diamond League,DNF,0,,,20,46,,,02:35.6,05:11.6,07:50.7,10:28.3
Craig MOTTRAM,5000m Men,London Athletics Meet,2011,Diamond League,13:24.0,1,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Ben TRUE,5000m Men,London Athletics Meet,2011,Diamond League,13:28.2,2,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Brandon BETHKE,5000m Men,London Athletics Meet,2011,Diamond League,13:33.2,3,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Chris THOMPSON,5000m Men,London Athletics Meet,2011,Diamond League,13:34.3,4,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Andy VERNON,5000m Men,London Athletics Meet,2011,Diamond League,13:35.3,5,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Sondre Nordstad MOEN,5000m Men,London Athletics Meet,2011,Diamond League,13:36.3,6,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Jonathan MELLOR,5000m Men,London Athletics Meet,2011,Diamond League,13:36.4,7,,,24,42,,PB,02:41.1,05:20.9,08:03.1,10:48.0
James WALSH,5000m Men,London Athletics Meet,2011,Diamond League,13:39.2,8,,,24,42,,PB,02:41.1,05:20.9,08:03.1,10:48.0
Arne GABIUS,5000m Men,London Athletics Meet,2011,Diamond League,13:44.2,9,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Sindre BURAAS,5000m Men,London Athletics Meet,2011,Diamond League,13:56.3,10,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Dennis LICHT,5000m Men,London Athletics Meet,2011,Diamond League,DNF,0,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Titus Kipjumba MBISHEI,5000m Men,London Athletics Meet,2011,Diamond League,DNF,0,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Ryan MCLEOD,5000m Men,London Athletics Meet,2011,Diamond League,DNF,0,,,24,42,,,02:41.1,05:20.9,08:03.1,10:48.0
Lauren FLESHMAN,5000m Women,London Athletics Meet,2011,Diamond League,15:00.6,1,,,18,59,,SB,02:59.5,06:00.6,09:05.6,12:10.1
Helen CLITHEROE,5000m Women,London Athletics Meet,2011,Diamond League,15:06.7,2,,,18,59,,PB,02:59.5,06:00.6,09:05.6,12:10.1
Grace MOMANYI,5000m Women,London Athletics Meet,2011,Diamond League,15:07.5,3,,,18,59,,SB,02:59.5,06:00.6,09:05.6,12:10.1
Desiree DAVILA,5000m Women,London Athletics Meet,2011,Diamond League,15:08.6,4,,,18,59,,PB,02:59.5,06:00.6,09:05.6,12:10.1
Jennifer RHINES,5000m Women,London Athletics Meet,2011,Diamond League,15:10.4,5,,,18,59,,SB,02:59.5,06:00.6,09:05.6,12:10.1
Genet YALEW,5000m Women,London Athletics Meet,2011,Diamond League,15:12.4,6,,,18,59,,,02:59.5,06:00.6,09:05.6,12:10.1
Amy HASTINGS,5000m Women,London Athletics Meet,2011,Diamond League,15:17.2,7,,,18,59,,,02:59.5,06:00.6,09:05.6,12:10.1
Jessica AUGUSTO,5000m Women,London Athletics Meet,2011,Diamond League,15:19.6,8,,,18,59,,,02:59.5,06:00.6,09:05.6,12:10.1
Waganesh MEKASHA,5000m Women,London Athletics Meet,2011,Diamond League,15:28.0,9,,,18,59,,,02:59.5,06:00.6,09:05.6,12:10.1
Julia BLEASDALE,5000m Women,London Athletics Meet,2011,Diamond League,15:49.6,10,,,18,59,,,02:59.5,06:00.6,09:05.6,12:10.1
Kaila MCKNIGHT,5000m Women,London Athletics Meet,2011,Diamond League,DNF,0,,,18,59,,,02:59.5,06:00.6,09:05.6,12:10.1
Dejen GEBREMESKEL,5000m Men,Adidas Grand Prix,2011,Diamond League,13:05.2,1,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Bernard LAGAT,5000m Men,Adidas Grand Prix,2011,Diamond League,13:05.5,2,,,16,100,,SB,02:36.9,05:18.3,07:57.9,10:36.2
Tariku BEKELE,5000m Men,Adidas Grand Prix,2011,Diamond League,13:06.1,3,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Isiah Kiplangat KOECH,5000m Men,Adidas Grand Prix,2011,Diamond League,13:07.2,4,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Juan Luis BARRIOS,5000m Men,Adidas Grand Prix,2011,Diamond League,13:09.8,5,,,16,100,,PB,02:36.9,05:18.3,07:57.9,10:36.2
Edwin Cheruiyot SOI,5000m Men,Adidas Grand Prix,2011,Diamond League,13:11.8,6,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Mike Kipruto KIGEN,5000m Men,Adidas Grand Prix,2011,Diamond League,13:12.1,7,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Alistair Ian CRAGG,5000m Men,Adidas Grand Prix,2011,Diamond League,13:12.2,8,,,16,100,,SB,02:36.9,05:18.3,07:57.9,10:36.2
Geoffrey KIPSANG,5000m Men,Adidas Grand Prix,2011,Diamond League,13:12.2,9,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Lucas Kimeli ROTICH,5000m Men,Adidas Grand Prix,2011,Diamond League,13:15.4,10,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Daniel Lemashon SALEL,5000m Men,Adidas Grand Prix,2011,Diamond League,13:19.5,11,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Josphat Kipkoech BETT,5000m Men,Adidas Grand Prix,2011,Diamond League,13:20.0,12,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Daniel Kipchirchir KOMEN,5000m Men,Adidas Grand Prix,2011,Diamond League,13:20.8,13,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Denis MASAI,5000m Men,Adidas Grand Prix,2011,Diamond League,13:23.5,14,,,16,100,,PB,02:36.9,05:18.3,07:57.9,10:36.2
Ben TRUE,5000m Men,Adidas Grand Prix,2011,Diamond League,13:24.1,15,,,16,100,,PB,02:36.9,05:18.3,07:57.9,10:36.2
Thomas Pkemei LONGOSIWA,5000m Men,Adidas Grand Prix,2011,Diamond League,13:31.2,16,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
John Kemboi CHERUIYOT,5000m Men,Adidas Grand Prix,2011,Diamond League,13:38.8,17,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
David MCNEILL,5000m Men,Adidas Grand Prix,2011,Diamond League,13:44.0,18,,,16,100,,SB,02:36.9,05:18.3,07:57.9,10:36.2
Scott BAUHS,5000m Men,Adidas Grand Prix,2011,Diamond League,13:45.9,19,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Bolota ASMERON,5000m Men,Adidas Grand Prix,2011,Diamond League,DNF,0,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Jonathan PIERCE,5000m Men,Adidas Grand Prix,2011,Diamond League,DNF,0,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
John KIPKOECH,5000m Men,Adidas Grand Prix,2011,Diamond League,DNS,0,,,16,100,,,02:36.9,05:18.3,07:57.9,10:36.2
Meseret DEFAR,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:37.3,1,,,17,92,,SB,02:55.2,05:53.2,08:50.4,11:50.4
Sentayehu EJIGU,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:37.5,2,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Genzebe DIBABA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:37.6,3,,,17,92,,PB,02:55.2,05:53.2,08:50.4,11:50.4
Meselech MELKAMU,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:39.4,4,,,17,92,,SB,02:55.2,05:53.2,08:50.4,11:50.4
Emebet ANTENEH,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:43.3,5,,,17,92,,PB,02:55.2,05:53.2,08:50.4,11:50.4
Prisca Jepleting NGETICH-CHERONO,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:43.3,6,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Dolores CHECA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:46.3,7,,,17,92,,PB,02:55.2,05:53.2,08:50.4,11:50.4
Hiwot AYALEW,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:49.4,8,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Pauline Chemning KORIKWIANG,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,14:54.4,9,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Sara MOREIRA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,15:12.0,10,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Wude AYALEW,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,15:12.5,11,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Genet YALEW,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,15:16.1,12,,,17,92,,SB,02:55.2,05:53.2,08:50.4,11:50.4
Alemitu BEKELE,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,15:23.0,13,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Purity Cherotich RIONORIPO,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,15:25.5,14,,,17,92,,PB,02:55.2,05:53.2,08:50.4,11:50.4
Tamara TVERDOSTUP,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,DNF,0,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Sule UTURA,5000m Women Grethe Waitz Memorial,Bislett Games,2011,Diamond League,DNF,0,,,17,92,,,02:55.2,05:53.2,08:50.4,11:50.4
Meseret DEFAR,5000m Women,Meeting de Paris,2011,Diamond League,14:29.5,1,,,22,47,,WL,02:53.6,05:48.7,08:45.8,11:42.6
Sentayehu EJIGU,5000m Women,Meeting de Paris,2011,Diamond League,14:31.7,2,,,22,47,,SB,02:53.6,05:48.7,08:45.8,11:42.6
Mercy CHERONO,5000m Women,Meeting de Paris,2011,Diamond League,14:35.1,3,,,22,47,,PB,02:53.6,05:48.7,08:45.8,11:42.6
Shalane FLANAGAN,5000m Women,Meeting de Paris,2011,Diamond League,14:45.2,4,,,22,47,,SB,02:53.6,05:48.7,08:45.8,11:42.6
Dolores CHECA,5000m Women,Meeting de Paris,2011,Diamond League,14:46.9,5,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Sule UTURA,5000m Women,Meeting de Paris,2011,Diamond League,14:56.1,6,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Hiwot AYALEW,5000m Women,Meeting de Paris,2011,Diamond League,14:57.6,7,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Emebet ANTENEH,5000m Women,Meeting de Paris,2011,Diamond League,14:57.7,8,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Azemra GEBRU,5000m Women,Meeting de Paris,2011,Diamond League,14:58.3,9,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Amy HASTINGS,5000m Women,Meeting de Paris,2011,Diamond League,15:15.3,10,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Genet YALEW,5000m Women,Meeting de Paris,2011,Diamond League,15:15.7,11,,,22,47,,SB,02:53.6,05:48.7,08:45.8,11:42.6
Jennifer RHINES,5000m Women,Meeting de Paris,2011,Diamond League,15:31.0,12,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Genzebe DIBABA,5000m Women,Meeting de Paris,2011,Diamond League,DNF,0,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Ana Dulce FÃ‰LIX,5000m Women,Meeting de Paris,2011,Diamond League,DNF,0,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Mary Mureithi WANGARI,5000m Women,Meeting de Paris,2011,Diamond League,DNF,0,,,22,47,,,02:53.6,05:48.7,08:45.8,11:42.6
Imane MERGA,5000m Men,Golden Gala,2011,Diamond League,12:54.2,1,,,23,68,,WL,02:35.3,05:10.5,07:45.8,10:24.1
